contract_id,apply_dts,apply_amount,apply_month,login_origin,mobile_company,net_age,reapply_cnt,is_night_apply,is_workday_apply,is_worktime_apply,tg_location1,cid_prov_lvl,address_length,bank_prov_lvl,mobile_segment,age,gender,regaud_diffdays,login_diffdays,mobile_prov_lvl,job_type,mobile_cardmobile,addrcity_mobilecity,addrcity_compcity,mobilecity_compcity,cidcity_bankcity,rela1_lvl,rela2_lvl,rela3_lvl,addrcity_bankcity,target,tg_location,mobile_segment_2num
34415,359.0,2000.0,3,3,2,,1,1,0,0,_360,3.0,47,3.0,134,22,1,367.0,70,3.0,1,1,1,1,1,0,2.0,2.0,1.0,1,0,1.0,13
16248,337.0,3000.0,3,1,1,35.0,1,0,1,0,xdzx,3.0,50,3.0,156,38,1,337.0,72,3.0,1,1,1,1,1,1,3.0,1.0,2.0,1,1,1.0,15
34434,368.0,5000.0,3,2,2,,1,0,0,1,,1.0,26,1.0,139,29,1,375.0,70,1.0,2,1,0,1,0,0,1.0,1.0,1.0,0,0,,13
14334,654.0,1500.0,1,1,2,23.0,1,0,0,1,dwcm,5.0,34,5.0,151,21,0,654.0,89,5.0,1,1,1,1,1,1,1.0,1.0,1.0,1,0,3.0,15
3780,165.0,2000.0,3,1,2,,3,0,1,0,wtnsu,2.0,52,2.0,138,44,1,2766277.0,108,2.0,1,1,1,1,1,1,3.0,1.0,1.0,1,0,4.0,13
36388,77.0,2000.0,1,1,2,48.0,2,0,1,1,dwcm,,26,4.0,182,32,0,2126267.0,74,4.0,1,1,1,1,1,0,2.0,1.0,1.0,1,0,3.0,18
31744,944.0,2000.0,1,1,1,36.0,1,0,1,1,xygj,2.0,15,2.0,130,26,1,944.0,72,2.0,3,1,1,1,1,1,1.0,1.0,2.0,1,0,5.0,13
15290,218.0,2000.0,2,1,2,,2,0,1,0,sdzj,2.0,39,2.0,158,28,1,1219418.0,91,2.0,1,1,1,1,1,1,3.0,1.0,3.0,1,0,6.0,15
29294,453.0,1000.0,1,2,1,43.0,1,0,1,1,,3.0,51,2.0,186,25,1,456.0,74,3.0,1,1,1,1,1,0,1.0,1.0,1.0,0,0,,18
32730,36014.0,5000.0,1,1,3,,1,0,1,0,wtnsu,4.0,25,4.0,189,28,1,36014.0,74,4.0,3,0,1,1,1,1,3.0,1.0,1.0,1,0,4.0,18
11471,557.0,5000.0,6,1,2,,1,0,1,0,xygj,3.0,49,3.0,151,22,1,557.0,65,3.0,1,1,0,1,0,1,2.0,1.0,1.0,1,0,5.0,15
32856,384.0,5000.0,3,1,2,,1,1,1,0,rongyitui,1.0,37,1.0,158,25,1,384.0,71,1.0,3,1,1,1,1,1,1.0,1.0,1.0,1,0,3.0,15
19194,3255.0,3000.0,3,2,2,,1,0,0,1,,3.0,32,5.0,136,38,1,3286.0,83,3.0,1,1,0,1,0,0,3.0,1.0,1.0,0,1,,13
11923,599455.0,1500.0,1,1,1,60.0,1,0,1,1,xjbka,3.0,51,3.0,156,37,1,599455.0,64,3.0,2,1,1,1,1,1,3.0,1.0,1.0,1,0,4.0,15
25694,2013.0,5000.0,6,1,2,22.0,1,0,1,1,xygj,3.0,38,3.0,183,20,1,2013.0,78,3.0,1,1,1,1,1,1,1.0,1.0,1.0,1,0,5.0,18
3881,457.0,5000.0,6,1,2,,1,0,1,1,ryt,5.0,27,5.0,151,33,1,457.0,77,5.0,4,1,1,0,0,1,3.0,1.0,1.0,1,0,3.0,15
26065,1325.0,5000.0,3,1,2,,1,0,0,1,nuoying,1.0,39,1.0,139,22,1,1325.0,75,1.0,2,1,1,1,1,0,1.0,1.0,1.0,0,0,1.0,13
4875,1032.0,3000.0,2,2,2,,1,0,0,1,,1.0,32,1.0,139,42,1,1043.0,66,1.0,1,1,0,1,0,0,1.0,1.0,2.0,0,1,,13
33413,304.0,1500.0,6,1,2,,1,0,1,1,laijieqian,2.0,58,2.0,150,26,0,304.0,65,2.0,1,1,1,1,1,1,3.0,1.0,1.0,1,0,3.0,15
36688,465.0,3000.0,3,1,2,13.0,1,0,0,1,rongyitui,2.0,36,2.0,182,30,1,465.0,67,2.0,1,1,1,1,1,1,1.0,1.0,1.0,1,0,3.0,18
8534,900.0,1000.0,1,1,2,,1,0,1,1,yuyongjinrong,2.0,60,2.0,184,27,1,900.0,71,2.0,1,1,1,1,1,1,1.0,1.0,1.0,1,0,2.0,18
23180,1006.0,5000.0,3,1,1,28.0,1,0,1,0,rongyitui,1.0,18,1.0,155,27,0,1006.0,80,1.0,2,1,1,1,1,0,1.0,1.0,2.0,1,0,3.0,15
30750,558.0,1000.0,1,1,2,122.0,2,0,0,1,ryt,2.0,22,2.0,158,28,0,2864010.0,77,2.0,2,1,1,1,1,1,2.0,1.0,1.0,1,0,3.0,15
20933,1089.0,5000.0,6,1,2,83.0,1,0,1,1,rongyitui,2.0,23,2.0,158,38,1,1089.0,82,2.0,3,1,0,1,0,0,3.0,1.0,1.0,0,0,3.0,15
35602,256.0,2000.0,2,1,2,24.0,2,0,1,0,wtnsu,,28,2.0,158,21,1,3070948.0,68,2.0,1,1,1,1,1,0,2.0,1.0,1.0,1,1,4.0,15
34046,564.0,5000.0,3,1,2,,1,0,1,1,dagejietiao,3.0,26,2.0,183,26,1,738.0,70,2.0,1,1,1,1,1,0,1.0,1.0,2.0,0,0,1.0,18
34042,710.0,1000.0,1,1,2,,1,0,1,1,xianshangdaikuan,5.0,20,5.0,150,32,1,955.0,71,5.0,1,1,1,1,1,0,1.0,1.0,1.0,0,0,3.0,15
31174,73980.0,5000.0,6,1,2,,1,0,1,0,huchilvxing,3.0,61,3.0,135,36,1,73980.0,73,3.0,2,1,1,1,1,1,3.0,1.0,2.0,1,0,1.0,13
2021,297.0,5000.0,6,1,1,,1,0,0,0,xygj,3.0,17,3.0,132,20,1,297.0,66,3.0,1,1,1,1,1,0,1.0,1.0,1.0,1,0,5.0,13
14113,69885.0,5000.0,1,1,1,30.0,1,0,0,1,dwcm,1.0,35,1.0,132,27,1,69885.0,91,1.0,1,1,1,1,1,0,1.0,1.0,2.0,1,0,3.0,13
15116,546.0,2000.0,3,2,2,50.0,1,0,1,1,,4.0,30,4.0,159,24,0,553.0,88,4.0,2,1,1,1,1,0,2.0,1.0,2.0,0,0,,15
28798,826204.0,5000.0,6,1,2,64.0,1,0,1,1,dagejietiao,4.0,24,4.0,150,22,1,826204.0,74,4.0,2,1,1,1,1,1,3.0,1.0,2.0,1,1,1.0,15
27161,397.0,1500.0,1,1,2,12.0,1,0,0,0,xygj,2.0,45,2.0,139,30,1,397.0,76,2.0,2,1,1,1,1,1,2.0,1.0,2.0,1,0,5.0,13
11684,2180821.0,5000.0,6,1,2,25.0,1,0,1,0,wtnsu,5.0,18,5.0,150,27,0,2180822.0,96,5.0,1,1,0,1,0,0,1.0,1.0,1.0,1,1,4.0,15
12707,61776.0,5000.0,6,1,1,30.0,1,0,1,1,51gjj,2.0,30,2.0,186,27,1,61776.0,93,2.0,1,1,0,1,0,0,1.0,1.0,1.0,1,0,2.0,18
25406,770.0,5000.0,6,1,2,21.0,1,0,1,0,sdzj,3.0,34,2.0,150,31,1,770.0,78,2.0,1,1,1,1,1,0,3.0,1.0,1.0,1,1,6.0,15
20617,151.0,2000.0,3,1,2,51.0,1,0,1,1,xygj,1.0,31,1.0,159,26,1,6101060.0,70,1.0,2,1,0,1,0,1,3.0,1.0,2.0,1,0,5.0,15
16945,655.0,5000.0,3,3,2,31.0,1,0,1,1,yingyongbao,4.0,42,1.0,151,30,0,674.0,85,1.0,1,1,1,1,1,0,2.0,1.0,1.0,1,1,4.0,15
1610,1812.0,5000.0,6,1,2,,2,0,1,1,xygj,5.0,58,5.0,158,35,0,1812.0,95,5.0,3,0,0,1,0,0,3.0,1.0,2.0,0,0,5.0,15
34361,281.0,3000.0,3,1,2,,1,0,0,1,anxinj,4.0,54,4.0,151,28,0,281.0,70,4.0,1,1,1,1,1,1,1.0,1.0,1.0,1,0,3.0,15
4397,658.0,5000.0,6,1,2,,1,0,1,1,sdzj,1.0,23,1.0,187,35,1,658.0,87,1.0,1,1,1,1,1,1,3.0,1.0,1.0,1,0,6.0,18
28011,40423.0,5000.0,6,1,2,62.0,1,0,1,1,rongyitui,2.0,31,2.0,151,25,1,40423.0,75,2.0,1,1,1,1,1,1,2.0,1.0,3.0,1,0,3.0,15
10798,497.0,1000.0,1,1,2,65.0,1,1,0,0,anxinj,2.0,43,2.0,137,25,0,497.0,97,2.0,1,1,1,1,1,1,1.0,1.0,1.0,1,1,3.0,13
17106,715.0,5000.0,6,1,2,69.0,1,0,1,1,xiaoxinyong,3.0,24,3.0,187,27,1,715.0,86,3.0,1,1,1,1,1,1,1.0,1.0,1.0,1,0,2.0,18
8205,621.0,2000.0,1,1,2,,1,0,1,0,sdzj,4.0,21,4.0,157,29,0,621.0,100,4.0,1,1,1,1,1,1,3.0,1.0,1.0,1,1,6.0,15
14910,644.0,2000.0,1,1,2,53.0,1,0,1,0,jieba,3.0,30,3.0,187,27,1,644.0,88,3.0,3,1,1,1,1,1,3.0,1.0,1.0,1,0,3.0,18
13025,547.0,5000.0,6,1,2,18.0,1,0,1,1,51gjj,4.0,39,4.0,151,20,1,547.0,93,4.0,1,1,1,1,1,0,1.0,1.0,2.0,1,0,2.0,15
12473,663.0,2000.0,6,1,2,47.0,1,0,1,0,sdzj,2.0,24,2.0,150,35,1,663.0,64,2.0,3,1,1,1,1,1,3.0,1.0,1.0,1,0,6.0,15
38044,513.0,5000.0,3,1,2,39.0,1,0,1,0,tqb,2.0,47,2.0,137,33,1,37172.0,68,2.0,1,1,1,1,1,0,2.0,2.0,1.0,1,1,3.0,13
20098,6018014.0,5000.0,1,1,2,37.0,1,0,1,1,xygj,2.0,36,2.0,139,30,0,6018014.0,81,2.0,1,1,1,1,1,1,3.0,1.0,1.0,1,0,5.0,13
20273,2019.0,3000.0,3,3,2,34.0,1,0,1,1,xiaomi,3.0,54,2.0,188,21,1,2024.0,81,2.0,1,1,0,1,0,0,1.0,1.0,1.0,1,1,1.0,18
32779,524.0,4000.0,6,1,2,,1,0,1,0,jieba,4.0,26,4.0,182,22,0,524.0,74,4.0,1,1,1,1,1,0,1.0,1.0,1.0,1,0,3.0,18
28096,1031.0,5000.0,6,1,2,,1,0,1,1,wtnsu,4.0,33,4.0,158,32,0,1031.0,75,4.0,1,1,0,1,0,1,3.0,1.0,1.0,1,0,4.0,15
1683,176.0,4000.0,3,1,2,,1,0,1,0,wtnsu,3.0,54,3.0,136,39,1,2592341.0,102,3.0,1,1,1,1,1,1,1.0,1.0,2.0,1,0,4.0,13
16996,1039.0,5000.0,3,3,2,6.0,1,0,1,1,vivo,3.0,21,3.0,187,34,0,1045.0,86,3.0,1,1,1,1,1,0,3.0,1.0,2.0,1,1,3.0,18
20920,562.0,4000.0,3,3,2,37.0,2,0,1,1,yingyongbao,3.0,35,3.0,183,21,1,567.0,74,3.0,1,1,1,1,1,1,2.0,1.0,1.0,1,0,4.0,18
28112,1018.0,5000.0,3,2,2,88.0,1,0,1,1,,4.0,27,4.0,136,46,1,1028.0,75,4.0,1,1,1,1,1,0,3.0,1.0,1.0,0,1,,13
15511,604.0,3000.0,6,1,2,,1,0,1,1,nalijie,5.0,15,5.0,150,32,1,604.0,84,5.0,1,1,1,1,1,1,1.0,1.0,1.0,1,1,2.0,15
7936,727.0,5000.0,6,1,2,,1,0,1,1,sdzj,5.0,68,5.0,139,31,0,727.0,71,5.0,4,1,1,0,0,1,3.0,1.0,1.0,1,0,6.0,13
11801,285.0,5000.0,6,1,1,,1,0,1,0,dwcm,3.0,34,3.0,156,28,1,285.0,98,3.0,2,1,1,1,1,0,1.0,1.0,2.0,1,0,3.0,15
35708,125.0,2000.0,2,1,1,,2,0,1,1,anxinj,,28,3.0,186,21,1,2464866.0,96,3.0,1,1,0,1,0,0,1.0,1.0,1.0,0,0,3.0,18
16854,57789.0,3000.0,3,1,2,183.0,1,0,1,0,sdzj,3.0,36,3.0,138,42,1,58116.0,87,3.0,2,1,1,1,1,1,2.0,1.0,1.0,1,0,6.0,13
15300,12122.0,3000.0,6,1,1,38.0,1,0,1,0,laijieqian,3.0,41,3.0,176,21,0,12122.0,87,3.0,1,0,1,1,1,0,1.0,1.0,1.0,1,0,3.0,17
16308,423.0,5000.0,6,1,2,184.0,1,0,1,0,51gjj,5.0,15,5.0,138,37,1,423.0,75,5.0,1,1,1,1,1,1,3.0,1.0,1.0,1,0,2.0,13
16493,413.0,5000.0,6,1,1,64.0,1,0,1,1,anxinj,4.0,42,4.0,186,30,1,414.0,86,4.0,1,1,1,1,1,1,3.0,1.0,1.0,1,0,3.0,18
23790,12358.0,1200.0,1,1,2,19.0,2,0,1,1,ryt,3.0,41,3.0,183,27,1,2635191.0,80,3.0,1,1,1,1,1,0,1.0,1.0,2.0,1,0,3.0,18
35032,259.0,1000.0,1,1,1,,2,0,0,1,sdzj,,32,2.0,156,39,1,2775222.0,69,2.0,1,1,1,1,1,0,1.0,1.0,1.0,1,0,6.0,15
35015,5163.0,3000.0,3,1,2,63.0,2,0,0,1,yuyongjinrong,,24,1.0,152,30,1,2740858.0,69,1.0,1,1,0,1,0,0,1.0,1.0,2.0,1,0,2.0,15
10718,41150.0,3000.0,1,1,2,117.0,2,0,0,1,yuyongjinrong,2.0,24,2.0,158,36,1,41150.0,66,2.0,1,1,1,1,1,1,1.0,1.0,1.0,1,0,2.0,15
11784,556.0,5000.0,3,2,2,,1,0,1,1,,2.0,46,2.0,158,23,1,573.0,94,2.0,3,1,1,1,1,0,1.0,1.0,1.0,0,0,,15
29011,605.0,5000.0,3,2,2,111.0,1,0,1,1,,3.0,32,3.0,139,28,1,630.0,75,3.0,3,1,1,1,1,0,3.0,1.0,1.0,0,0,,13
13457,291485.0,2500.0,1,1,2,45.0,1,0,1,1,dwcm,2.0,50,2.0,188,29,1,291485.0,92,2.0,1,1,0,1,0,1,1.0,1.0,2.0,0,0,3.0,18
22887,641.0,1000.0,1,1,2,,1,0,1,1,sdzj,3.0,26,3.0,159,37,1,852.0,80,3.0,2,1,1,1,1,0,2.0,1.0,2.0,0,0,6.0,15
21465,698.0,1000.0,1,1,2,,1,0,1,1,rongyitui,4.0,30,4.0,137,38,1,758.0,81,4.0,1,1,1,1,1,0,3.0,1.0,1.0,1,0,3.0,13
3861,156.0,1000.0,1,3,2,,3,0,1,1,,2.0,55,2.0,152,28,1,2423885.0,108,2.0,1,1,1,1,1,1,1.0,1.0,1.0,1,0,,15
18785,48521.0,2000.0,3,1,3,,1,0,0,1,ryt,4.0,24,4.0,189,25,1,48521.0,83,4.0,1,1,0,1,0,1,1.0,1.0,1.0,1,1,3.0,18
18941,701.0,1000.0,1,2,2,,1,0,0,1,,5.0,35,2.0,150,21,1,704.0,83,2.0,2,1,1,1,1,0,1.0,1.0,1.0,0,0,,15
5431,333.0,4000.0,6,1,2,,2,0,0,0,sdzj,5.0,41,5.0,159,21,0,333.0,77,5.0,1,1,1,1,1,1,1.0,1.0,1.0,1,0,6.0,15
33385,75.0,5000.0,3,1,2,,2,0,0,0,sdzj,,32,2.0,159,44,1,2222091.0,76,2.0,1,1,1,1,1,0,1.0,1.0,1.0,1,0,6.0,15
24476,713204.0,3000.0,3,1,2,10.0,1,0,1,1,ryt,2.0,49,2.0,150,21,1,713204.0,77,2.0,1,1,1,1,1,0,1.0,1.0,1.0,1,0,3.0,15
14943,870797.0,2000.0,1,1,3,24.0,1,0,1,0,laijieqian,1.0,20,1.0,180,23,1,870797.0,88,1.0,1,1,0,1,0,0,2.0,1.0,1.0,0,0,3.0,18
34544,1013.0,2000.0,6,1,2,,1,0,0,1,xjbka,4.0,29,1.0,188,30,1,1013.0,70,1.0,1,1,1,1,1,0,1.0,1.0,2.0,0,0,4.0,18
34009,650.0,1000.0,1,3,2,22.0,1,0,1,1,xiaomi,5.0,28,5.0,136,29,1,656.0,73,5.0,1,1,1,1,1,1,3.0,1.0,2.0,1,1,1.0,13
35921,683.0,1000.0,1,1,2,24.0,1,0,0,1,xianshangdaikuan,3.0,22,1.0,134,23,1,1276.0,74,1.0,1,1,1,1,1,0,1.0,1.0,2.0,0,0,3.0,13
33211,2399.0,3000.0,3,1,2,,1,0,1,1,laijieqian,2.0,46,2.0,158,38,1,2402.0,71,2.0,2,1,1,1,1,0,2.0,1.0,2.0,1,0,3.0,15
30462,5352.0,3000.0,3,1,2,,1,0,1,1,51gjj,4.0,39,4.0,182,30,0,5352.0,73,4.0,2,1,1,1,1,1,1.0,1.0,1.0,1,0,2.0,18
24514,1289.0,5000.0,3,1,1,52.0,1,0,1,1,wtnsu,3.0,39,3.0,155,23,1,1289.0,77,3.0,3,1,1,1,1,0,1.0,1.0,1.0,1,0,4.0,15
13202,777975.0,2000.0,1,1,2,74.0,1,0,1,0,sdzj,5.0,32,5.0,150,23,1,777975.0,82,5.0,3,1,1,1,1,1,1.0,1.0,1.0,1,1,6.0,15
23431,380.0,3000.0,3,1,2,106.0,1,0,1,0,yijiexianjindai,1.0,26,1.0,135,35,1,380.0,81,1.0,1,1,0,1,0,0,1.0,1.0,1.0,0,0,2.0,13
29040,59719.0,3000.0,3,1,2,106.0,1,0,1,0,tqb,1.0,27,1.0,136,34,1,60000.0,75,1.0,1,1,1,1,1,1,2.0,1.0,2.0,1,0,3.0,13
3774,858.0,5000.0,6,1,2,,1,0,1,0,wtnsu,4.0,30,4.0,187,44,0,858.0,80,4.0,2,1,1,1,1,1,3.0,1.0,1.0,1,0,4.0,18
18677,1588810.0,3000.0,6,1,2,38.0,1,0,0,0,xjbka,4.0,20,4.0,136,31,1,1588810.0,84,4.0,1,1,1,1,1,0,3.0,1.0,1.0,1,1,4.0,13
27968,1276.0,1000.0,1,1,3,,1,0,1,1,tqb,4.0,30,4.0,189,29,1,1398.0,75,4.0,3,1,0,1,0,0,3.0,1.0,2.0,0,0,3.0,18
34963,473.0,1000.0,1,3,2,7.0,1,0,0,1,yingyongbao,4.0,39,4.0,135,25,1,478.0,67,4.0,1,1,1,1,1,0,1.0,2.0,2.0,1,0,4.0,13
27782,405.0,5000.0,6,1,1,15.0,1,0,1,1,haoxiangdai,2.0,30,2.0,156,24,0,405.0,75,1.0,1,1,0,1,0,1,3.0,1.0,1.0,0,0,1.0,15
19940,171914.0,5000.0,6,1,2,106.0,1,0,1,1,dagejietiao,2.0,46,2.0,158,36,1,171914.0,81,2.0,2,1,1,1,1,1,1.0,1.0,1.0,1,0,1.0,15
8199,653.0,5000.0,1,1,2,,2,0,1,1,wtnsu,2.0,29,2.0,183,45,1,653.0,108,2.0,1,1,1,1,1,0,3.0,1.0,2.0,1,0,4.0,18
34873,67.0,2000.0,2,2,2,28.0,2,1,0,0,,,34,4.0,158,22,0,2628570.0,100,4.0,1,1,1,1,1,0,2.0,1.0,1.0,0,0,,15
33251,80.0,4000.0,1,2,2,,2,0,1,1,,,35,2.0,136,28,1,2737335.0,72,2.0,3,1,1,1,1,0,3.0,1.0,1.0,0,0,,13
34032,1132437.0,2000.0,1,1,2,,1,1,1,0,xiaoxinyong,4.0,32,4.0,139,43,0,1132437.0,71,4.0,1,1,0,1,0,0,3.0,1.0,1.0,0,1,2.0,13
19982,249096.0,1000.0,1,3,2,12.0,1,0,1,1,vivo,2.0,21,2.0,151,21,1,249098.0,81,2.0,2,1,1,1,1,1,2.0,1.0,2.0,1,0,3.0,15
7437,1970.0,2500.0,1,1,2,,2,0,1,1,dwcm,2.0,14,3.0,135,25,1,1970.0,66,3.0,1,1,1,1,1,0,1.0,1.0,1.0,1,0,3.0,13
10855,974.0,5000.0,1,1,2,,1,0,0,1,wtnsu,3.0,38,1.0,136,37,1,974.0,98,1.0,1,1,1,1,1,0,3.0,1.0,1.0,1,0,4.0,13
13327,790328.0,1000.0,1,1,2,54.0,1,0,1,1,xygj,5.0,34,1.0,136,36,1,4643969.0,67,1.0,1,1,0,1,0,0,3.0,1.0,2.0,1,0,5.0,13
11846,532.0,1000.0,1,1,2,34.0,1,0,1,1,yuyongjinrong,3.0,29,2.0,137,21,1,532.0,95,3.0,4,1,1,0,0,0,1.0,1.0,1.0,0,0,2.0,13
10326,565.0,1000.0,1,1,2,,1,0,1,1,xjbka,3.0,27,3.0,157,23,1,565.0,98,3.0,1,1,1,0,0,0,3.0,1.0,1.0,1,0,4.0,15
25229,615.0,3000.0,3,3,2,,1,0,1,0,yingyongbao,2.0,35,2.0,139,35,1,628.0,78,2.0,1,1,1,1,1,0,2.0,1.0,1.0,1,1,4.0,13
27224,86564.0,1000.0,2,3,2,,1,0,0,0,yingyongbao,5.0,23,5.0,188,25,1,86576.0,77,5.0,1,1,1,1,1,0,3.0,1.0,2.0,1,0,4.0,18
5217,456.0,3000.0,3,1,1,,2,0,0,1,wtnsu,2.0,36,2.0,130,34,1,456.0,75,2.0,3,1,1,1,1,1,1.0,1.0,1.0,1,0,4.0,13
1787,1088.0,1000.0,1,1,2,,1,0,1,1,xygj,3.0,24,3.0,151,25,1,1088.0,64,3.0,1,1,1,1,1,1,1.0,1.0,1.0,1,0,5.0,15
18168,2912.0,3000.0,1,2,1,28.0,1,0,0,1,,3.0,48,3.0,155,24,1,2920.0,84,3.0,1,1,0,1,0,0,1.0,1.0,1.0,0,0,,15
27116,437.0,5000.0,1,2,2,,1,0,0,1,,2.0,25,2.0,150,28,1,444.0,76,2.0,3,1,1,1,1,0,3.0,1.0,1.0,0,0,,15
29115,231.0,5000.0,3,1,2,57.0,2,0,1,1,xjbka,,26,3.0,187,34,1,706542.0,81,3.0,1,1,1,1,1,0,3.0,1.0,1.0,1,0,4.0,18
18284,2452.0,3000.0,1,1,2,,1,0,0,0,xjbka,1.0,56,1.0,135,22,1,2452.0,84,1.0,2,1,1,1,1,0,2.0,1.0,1.0,0,1,4.0,13
17679,38598.0,5000.0,3,1,2,41.0,1,0,0,1,anxinj,2.0,42,2.0,135,24,1,38598.0,79,2.0,2,1,0,1,0,1,1.0,1.0,1.0,1,0,3.0,13
7864,95934.0,5000.0,6,1,2,,2,0,1,1,laijieqian,4.0,51,4.0,158,21,0,95934.0,72,4.0,1,1,0,1,0,0,2.0,1.0,2.0,0,0,3.0,15
2955,473.0,3000.0,3,1,2,,1,0,0,1,xygj,3.0,27,1.0,150,28,1,473.0,78,1.0,1,1,0,1,0,0,1.0,1.0,1.0,1,0,5.0,15
9778,41.0,1000.0,1,1,3,,1,0,1,0,xygj,3.0,47,2.0,189,30,1,3467746.0,98,2.0,1,1,1,1,1,0,2.0,1.0,1.0,1,1,5.0,18
20552,436.0,2000.0,1,1,2,142.0,1,0,1,0,rongyitui,1.0,35,1.0,135,33,1,436.0,82,1.0,1,1,0,1,0,0,3.0,1.0,1.0,1,0,3.0,13
2968,684.0,5000.0,6,1,2,,3,0,1,0,ryt,4.0,30,1.0,136,21,1,684.0,86,1.0,1,1,0,1,0,0,2.0,1.0,2.0,1,0,3.0,13
20281,8411.0,3000.0,6,1,3,,1,0,1,1,rongyitui,2.0,21,2.0,180,29,1,8411.0,81,2.0,2,1,1,1,1,0,3.0,1.0,1.0,1,0,3.0,18
3909,37735.0,3000.0,3,1,2,,2,0,1,0,ryt,2.0,48,2.0,139,40,1,37735.0,65,2.0,1,1,1,1,1,1,3.0,1.0,1.0,1,0,3.0,13
24679,359.0,4000.0,3,1,2,108.0,1,1,1,0,xianshangdaikuan,4.0,24,4.0,138,30,1,560.0,70,4.0,1,1,1,1,1,0,2.0,1.0,2.0,0,0,3.0,13
30953,357.0,2000.0,1,1,2,,1,0,1,0,anxinj,2.0,28,2.0,187,33,1,357.0,73,2.0,1,1,1,1,1,0,3.0,1.0,2.0,1,0,3.0,18
29441,542.0,5000.0,1,1,2,,1,0,1,1,rongyitui,3.0,38,3.0,182,24,1,542.0,73,3.0,1,1,1,1,1,1,3.0,1.0,1.0,1,0,3.0,18
5475,662.0,1000.0,1,1,2,,1,0,0,0,sdzj,4.0,22,4.0,134,26,1,662.0,86,4.0,1,1,1,1,1,1,1.0,1.0,1.0,1,1,6.0,13
1617,5679.0,3000.0,1,1,1,,1,0,1,1,wtnsu,3.0,60,3.0,155,37,1,5679.0,94,3.0,2,1,1,1,1,1,2.0,1.0,1.0,1,1,4.0,15
25984,4472.0,5000.0,6,1,2,109.0,1,0,1,1,yijiexianjindai,3.0,36,3.0,150,31,1,4472.0,80,3.0,1,1,1,1,1,1,3.0,1.0,1.0,1,0,2.0,15
24636,448.0,5000.0,3,3,1,33.0,1,0,1,1,_360,5.0,38,5.0,186,28,0,461.0,77,5.0,1,1,1,1,1,0,2.0,1.0,1.0,1,0,1.0,18
12708,473.0,5000.0,3,1,2,97.0,1,0,1,1,sdzj,3.0,35,3.0,152,29,1,473.0,81,3.0,1,1,1,1,1,0,3.0,1.0,1.0,1,0,6.0,15
6958,459.0,5000.0,6,1,2,,1,0,1,0,laijieqian,4.0,39,4.0,152,22,1,459.0,102,4.0,1,1,1,1,1,1,2.0,1.0,1.0,1,1,3.0,15
7599,940.0,1000.0,1,2,1,,2,0,1,0,,1.0,26,1.0,131,24,1,943.0,102,1.0,1,1,0,1,0,0,2.0,1.0,2.0,0,0,,13
35992,1306935.0,3000.0,3,1,2,,1,0,0,0,ryt,3.0,23,3.0,150,21,1,1306936.0,64,3.0,1,1,1,0,0,1,1.0,1.0,1.0,1,0,3.0,15
25165,415.0,1500.0,1,1,1,86.0,1,0,1,1,rongyitui,3.0,43,1.0,131,25,1,415.0,78,1.0,1,1,0,1,0,0,1.0,1.0,1.0,1,0,3.0,13
30055,439.0,5000.0,3,3,1,46.0,1,0,1,1,vivo,3.0,38,3.0,132,38,1,446.0,73,3.0,1,1,1,1,1,1,2.0,1.0,1.0,1,0,3.0,13
33425,114.0,5000.0,3,1,2,,2,0,0,1,dwcm,,41,3.0,134,41,1,2801667.0,100,3.0,3,1,1,1,1,0,3.0,1.0,2.0,1,0,3.0,13
14090,590.0,5000.0,1,1,1,15.0,1,0,0,1,dwcm,2.0,33,1.0,186,31,1,590.0,90,1.0,1,1,0,1,0,0,1.0,1.0,1.0,1,1,3.0,18
17094,576.0,5000.0,6,1,2,20.0,1,0,1,1,laijieqian,2.0,38,4.0,158,32,1,576.0,88,2.0,1,1,0,1,0,0,1.0,1.0,2.0,0,0,3.0,15
24597,3281.0,5000.0,1,1,2,57.0,1,0,1,1,ryt,4.0,32,1.0,138,26,0,3281.0,77,1.0,3,1,1,1,1,0,1.0,1.0,1.0,1,0,3.0,13
8191,593620.0,5000.0,3,2,2,,1,0,1,1,,2.0,24,2.0,158,32,1,593661.0,108,2.0,3,1,1,1,1,0,3.0,1.0,1.0,0,0,,15
31729,911.0,5000.0,3,1,2,,1,0,1,1,tqb,4.0,32,4.0,188,35,1,1500.0,72,4.0,1,1,1,1,1,1,3.0,1.0,1.0,1,0,3.0,18
12213,21044.0,3000.0,6,1,2,47.0,1,0,1,1,anxinj,4.0,35,4.0,150,21,1,21044.0,95,1.0,1,1,0,1,0,0,1.0,1.0,2.0,1,1,3.0,15
33042,183528.0,1000.0,1,1,2,,1,1,1,0,sdzj,4.0,37,4.0,139,35,1,183528.0,70,4.0,1,1,0,1,0,1,3.0,1.0,1.0,1,1,6.0,13
14731,1072.0,5000.0,1,1,2,104.0,1,0,1,1,sdzj,2.0,56,2.0,150,37,1,1072.0,94,2.0,1,1,1,1,1,1,3.0,1.0,1.0,1,0,6.0,15
19150,48413.0,2000.0,2,3,2,38.0,1,0,0,1,yingyongbao,3.0,30,1.0,136,21,1,48419.0,83,1.0,1,1,1,1,1,0,1.0,1.0,1.0,1,0,4.0,13
9014,574.0,1000.0,1,1,2,,1,0,1,1,sdzj,3.0,54,3.0,187,28,1,574.0,96,3.0,1,1,1,1,1,1,2.0,1.0,1.0,1,1,6.0,18
